状态,文件路径,分类目录,功能/玩法分类,所属模块,备注,需要主团队评估
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmCookAvatarConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmCookDishConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmCookDishLevelConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmCookEmployeeAttrConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmCookEmployeeRefreshConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmCookHearthConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmCookLevelConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmCookLineBubbleConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmCookLineCommentLibraryConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmCookReceptionConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmCookScreenConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmCookSeatConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmCookVisitantGroupConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmFishBaitConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmGridLevelUpConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmHotConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmHotSpring.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmPetConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmRoomBuildingFunctionalFurnitureLimitConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmRoomExtendConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmRoomFurnitureConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmRoomItemModelSizeConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmSysConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FarmWeatherConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/FeatureIntegrationTaskExtConfData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/GameModeReturnCheckConfigData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/GameModeReturnConfigData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/GameModeReturnStepConfigData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/GamePlayUpdateConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/GeneralRedDotConfigData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/LobbyConfigData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/MatchRoomInfoData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/MatchSvrAllocData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/MatchSvrDevAllocData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/MatchTypeRootData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/MatchWarmRoundAILevel.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/MatchWarmRoundSelfRankSToChangeDataV2.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/MiscConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E3TreasureBlackList.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8AIBoardData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8BackpackItemData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8BuffData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8BuffEffectData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8BuildingBuffData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8BuildingCombineData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8BuildingData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8BuildingPlanData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8BuildingPlanTypeData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8BuildingUpgradeLvData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8BuildingUpgradeStarData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8ChoiceEventBuffData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8ChoiceEventMoveData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8CityData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8DailyGiftData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8DiceMaxData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8DiceMultipleData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8DiceRandomData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8DiceRecoverData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8DiceRewardMultipleData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8ForestTreasureGridBitMapData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8ForestTreasureGridData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8ForestTreasureItemInfoData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8ForestTreasureSaveBitMapData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8ForestTreasureTreasureBitMapData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8FriendCardData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8NewsEventData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8ShieldMaxData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8SquareData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8StealData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8TaskData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8VisitResourceData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/NR3E8WeekActivityData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/RaffleAccessCfgData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/RaffleCfgData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/RaffleLuckyValueData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/RaffleMajorGDrawData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/RaffleRewardCfgData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/RechargeMonthCardData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/RecommendMatchTypeConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only A,WeA/common/src/main/java/com/tencent/resourceloader/resclass/StarPRoleConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/SuitSeasonInfoData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only B,WeA/common/src/main/java/com/tencent/resourceloader/resclass/TaskOptionalRewardData.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Only A,WeA/common/src/main/java/com/tencent/resourceloader/resclass/TlogAnalyseConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourceloader/resclass/VersionCompBattleConf.java,WeA/common/src/main/java/com/tencent/resourceloader,resourceloader,公共库,,
Both,WeA/common/src/main/java/com/tencent/resourcepatcher/ResPatchHolder.java,Java公共代码,Java公共代码,公共库,,
Both,WeA/common/src/main/java/com/tencent/rpc/RpcClient.java,WeA/common/src/main/java/com/tencent/rpc,rpc,公共库,,
Both,WeA/common/src/main/java/com/tencent/rpc/RpcClientDispatcher.java,WeA/common/src/main/java/com/tencent/rpc,rpc,公共库,,
Both,WeA/common/src/main/java/com/tencent/rpc/RpcProfiler.java,WeA/common/src/main/java/com/tencent/rpc,rpc,公共库,,
Both,WeA/common/src/main/java/com/tencent/rpc/RpcRoutingUtil.java,WeA/common/src/main/java/com/tencent/rpc,rpc,公共库,,
Both,WeA/common/src/main/java/com/tencent/rpc/RpcServerDispatcher.java,WeA/common/src/main/java/com/tencent/rpc,rpc,公共库,,
Both,WeA/common/src/main/java/com/tencent/rpc/RpcUtil.java,WeA/common/src/main/java/com/tencent/rpc,rpc,公共库,,
Both,WeA/common/src/main/java/com/tencent/rpc/transport/RpcClientTbusppTransport.java,WeA/common/src/main/java/com/tencent/rpc,rpc,公共库,,
Both,WeA/common/src/main/java/com/tencent/tbuspp/TbusppApi.java,WeA/common/src/main/java/com/tencent/tbuspp,tbuspp,公共库,,
Both,WeA/common/src/main/java/com/tencent/tbuspp/TbusppApiPro.java,WeA/common/src/main/java/com/tencent/tbuspp,tbuspp,公共库,,
Both,WeA/common/src/main/java/com/tencent/tbuspp/TbusppInstance.java,WeA/common/src/main/java/com/tencent/tbuspp,tbuspp,公共库,,
Both,WeA/common/src/main/java/com/tencent/tbuspp/TbusppManager.java,WeA/common/src/main/java/com/tencent/tbuspp,tbuspp,公共库,,
Both,WeA/common/src/main/java/com/tencent/tbuspp/TbusppUtil.java,WeA/common/src/main/java/com/tencent/tbuspp,tbuspp,公共库,,
Both,WeA/common/src/main/java/com/tencent/tcaplus/AsyncTcaplusManager.java,WeA/common/src/main/java/com/tencent/tcaplus,tcaplus,公共库,,
Only A,WeA/common/src/main/java/com/tencent/tcaplus/ObjectResult.java,WeA/common/src/main/java/com/tencent/tcaplus,tcaplus,公共库,,
Both,WeA/common/src/main/java/com/tencent/tcaplus/TcaplusManager.java,WeA/common/src/main/java/com/tencent/tcaplus,tcaplus,公共库,,
Only B,WeA/common/src/main/java/com/tencent/tcaplus/dao/AccountTransferBackUpTableDao.java,WeA/common/src/main/java/com/tencent/tcaplus,tcaplus,公共库,,
Only B,WeA/common/src/main/java/com/tencent/tcaplus/dao/AccountTransferTaskDao.java,WeA/common/src/main/java/com/tencent/tcaplus,tcaplus,公共库,,
Both,WeA/common/src/main/java/com/tencent/tcaplus/dao/IdipBanInfoDao.java,WeA/common/src/main/java/com/tencent/tcaplus,tcaplus,公共库,,
